week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,0,0,0,1,0
2,0,1,0,1,0,2
3,0,0,0,0,0,3
4,0,2,0,0,2,2
5,0,1,0,1,1,3
6,1,1,1,0,1,4
7,0,1,1,2,0,3
8,0,2,1,0,0,1
9,0,0,0,0,2,3
10,1,0,0,1,1,2
11,0,0,0,1,2,1
12,1,0,1,1,0,2
13,0,0,0,0,3,3
14,0,0,0,1,2,1
15,0,0,1,1,1,1
16,0,0,2,1,1,0
17,0,0,1,0,1,1
18,0,0,0,0,1,0
19,0,0,2,1,1,1
20,1,0,1,1,2,1
21,0,0,1,1,1,1
22,0,0,1,0,1,1
23,1,0,0,0,1,2
24,0,1,1,0,2,1
25,0,0,0,1,0,2
26,1,0,1,1,3,3
27,1,1,1,2,1,0
28,0,1,0,0,1,1
29,0,1,1,1,1,4
30,0,1,2,0,3,1
31,0,0,1,0,0,0
32,0,0,1,0,0,1
33,0,0,0,2,2,0
34,0,0,1,0,1,0
35,0,0,0,1,1,3
36,0,0,2,0,1,1
37,0,0,2,0,1,2
38,1,1,1,0,0,3
39,0,0,0,2,0,2
40,0,0,2,0,2,2
41,0,0,2,1,3,1
42,2,1,3,2,5,4
43,0,0,3,2,0,0
44,0,0,2,3,1,1
45,2,0,1,2,2,2
46,0,1,1,1,0,1
47,0,0,2,1,1,1
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
